round,SR,P,Recall,F1,,
324,0.6018518518518519,0.7889908256880734,0.4,0.5308641975308642,,
325,0.6030769230769231,0.7896341463414634,0.40092879256965946,0.5318275154004106,,
326,0.6012269938650306,0.790273556231003,0.39755351681957185,0.5289928789420142,,
327,0.6024464831804281,0.7909090909090909,0.3984732824427481,0.5299492385786803,,
328,0.6036585365853658,0.7915407854984894,0.39939024390243905,0.5309017223910841,,
329,0.6048632218844985,0.7921686746987951,0.4003044140030441,0.531850353892821,,
330,0.603030303030303,0.7897897897897898,0.39969604863221886,0.5307769929364279,,
331,0.6042296072507553,0.7904191616766467,0.4006069802731411,0.5317220543806646,,
332,0.6024096385542169,0.7880597014925373,0.4,0.5306532663316583,,
333,0.6036036036036037,0.7886904761904762,0.4009077155824508,0.5315947843530591,,
334,0.6017964071856288,0.7863501483679525,0.4003021148036254,0.5305305305305305,,
335,0.6,0.7840236686390533,0.3996983408748115,0.5294705294705294,,
336,0.6011904761904762,0.7846607669616519,0.4006024096385542,0.5304087736789631,,
337,0.599406528189911,0.7823529411764706,0.4,0.5293532338308459,,
338,0.6005917159763313,0.782991202346041,0.4009009009009009,0.5302879841112215,,
339,0.5988200589970502,0.7807017543859649,0.4002998500749625,0.5292368681863231,,
340,0.6,0.7813411078717201,0.40119760479041916,0.5301681503461919,,
341,0.6011730205278593,0.7819767441860465,0.4020926756352765,0.5310957551826259,,
342,0.5994152046783626,0.782608695652174,0.3994082840236686,0.5288932419196866,,
343,0.597667638483965,0.7832369942196532,0.3961988304093567,0.5262135922330097,,
344,0.5988372093023255,0.7838616714697406,0.3970802919708029,0.5271317829457364,,
345,0.6,0.7844827586206896,0.3979591836734694,0.528046421663443,,
346,0.6011560693641619,0.7851002865329513,0.3988355167394469,0.528957528957529,,
347,0.6023054755043228,0.7857142857142857,0.3997093023255814,0.5298651252408477,,
348,0.603448275862069,0.7863247863247863,0.4005805515239477,0.5307692307692308,,
349,0.6017191977077364,0.7869318181818182,0.40028901734104044,0.5306513409961686,,
350,0.6028571428571429,0.7875354107648725,0.40115440115440115,0.531548757170172,,
351,0.6011396011396012,0.788135593220339,0.3968705547652916,0.5279091769157994,,
352,0.5994318181818182,0.7887323943661971,0.3954802259887006,0.5268109125117592,,
353,0.6005665722379604,0.7893258426966292,0.39633286318758815,0.5276995305164319,,
354,0.5988700564971752,0.7899159663865546,0.39221140472878996,0.5241635687732341,,
355,0.6,0.7905027932960894,0.39305555555555555,0.5250463821892393,,
356,0.598314606741573,0.7910863509749304,0.39280774550484093,0.5249537892791127,,
357,0.5994397759103641,0.7916666666666666,0.393646408839779,0.525830258302583,,
358,0.6005586592178771,0.7922437673130194,0.39448275862068966,0.5267034990791897,,
359,0.5988857938718662,0.7900552486187845,0.3939393939393939,0.5257352941176471,,
360,0.6,0.790633608815427,0.3947730398899587,0.5266055045871559,,
361,0.6011080332409973,0.7912087912087912,0.3956043956043956,0.5274725274725275,,
362,0.5994475138121547,0.7917808219178082,0.39373297002724794,0.5259326660600546,,
363,0.6005509641873278,0.7923497267759563,0.3945578231292517,0.5267938237965486,,
